satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
tres bien,excellent,medium,238,3,no,no,no,management,high
tres bien,excellent,low,235,3,no,no,no,management,high
excellent,excellent,low,215,4,no,no,no,management,high
tres bien,tres bien,medium,234,2,no,no,no,management,high
tres bien,excellent,medium,187,3,no,no,no,management,high
bien,tres bien,low,133,3,no,no,no,sales,medium
assez bien,tres bien,low,123,5,no,no,no,sales,medium
tres bien,bien,medium,202,3,no,no,no,sales,medium
bien,tres bien,medium,140,3,no,no,no,sales,medium
tres bien,excellent,medium,182,3,yes,no,no,sales,high
bien,bien,low,179,2,yes,no,no,sales,low
assez bien,tres bien,low,150,3,yes,no,no,sales,medium
excellent,tres bien,medium,151,3,no,no,no,sales,medium
passable,excellent,high,117,7,no,no,no,sales,medium
bien,tres bien,low,156,7,no,no,no,sales,medium
tres bien,bien,low,211,7,no,no,no,sales,medium
passable,tres bien,high,286,7,no,no,yes,sales,medium
bien,excellent,medium,233,7,no,no,yes,sales,medium
excellent,excellent,medium,222,3,yes,no,yes,sales,medium
excellent,excellent,medium,258,7,no,no,yes,sales,medium
excellent,tres bien,medium,231,7,no,no,yes,sales,high
excellent,bien,low,220,7,no,no,yes,sales,low
tres bien,excellent,medium,134,3,no,no,yes,sales,low
assez bien,excellent,high,141,3,yes,no,no,sales,low
tres bien,tres bien,medium,160,3,yes,no,no,sales,high
bien,bien,medium,259,3,no,no,no,sales,low
excellent,tres bien,medium,232,3,no,no,no,sales,low
assez bien,tres bien,medium,272,2,no,no,no,sales,low
tres bien,tres bien,low,215,6,no,no,no,sales,high
bien,tres bien,medium,222,3,no,no,no,sales,low
excellent,bien,low,244,8,no,no,no,sales,low
excellent,tres bien,medium,224,8,yes,no,no,sales,low
tres bien,bien,medium,200,8,yes,no,no,sales,low
excellent,tres bien,medium,143,8,no,no,no,sales,low
tres bien,excellent,medium,238,8,no,no,no,sales,low
bien,excellent,medium,145,3,no,no,no,sales,low
assez bien,tres bien,medium,108,10,no,no,no,sales,medium
tres bien,bien,low,247,10,no,no,no,sales,medium
bien,tres bien,low,213,10,no,no,no,sales,medium
excellent,tres bien,medium,209,8,yes,no,no,IT,medium
bien,excellent,medium,240,8,no,no,no,product_mng,medium
assez bien,bien,low,100,8,yes,no,no,product_mng,medium
excellent,excellent,medium,265,4,yes,no,no,product_mng,medium
tres bien,bien,low,209,3,no,no,no,product_mng,medium
bien,tres bien,low,154,10,no,no,no,IT,medium
tres bien,tres bien,medium,230,10,no,no,no,management,high
excellent,tres bien,medium,208,7,no,no,yes,management,high
bien,bien,low,141,7,yes,no,yes,management,high
tres bien,tres bien,low,262,7,yes,no,yes,management,high
bien,excellent,medium,206,7,no,no,yes,management,high
tres bien,excellent,low,166,3,yes,no,yes,management,high
assez bien,bien,medium,117,10,no,no,yes,marketing,medium
excellent,excellent,medium,273,10,no,no,no,sales,medium
excellent,excellent,medium,270,10,no,no,no,accounting,medium
bien,excellent,low,138,10,no,no,no,support,low
tres bien,tres bien,low,235,10,no,no,no,technical,low
excellent,tres bien,medium,190,10,yes,no,no,management,low
tres bien,excellent,low,192,3,no,no,no,marketing,low
excellent,tres bien,medium,214,3,yes,no,no,marketing,low
excellent,excellent,medium,242,2,yes,no,no,marketing,low
tres bien,tres bien,medium,233,2,no,no,no,sales,low
excellent,bien,low,218,4,no,no,no,sales,low
tres bien,bien,medium,125,4,no,no,no,sales,low
excellent,bien,medium,178,2,no,no,no,sales,low
excellent,bien,medium,272,3,no,no,no,sales,low
tres bien,tres bien,low,265,4,no,no,no,sales,low
tres bien,tres bien,medium,271,3,no,no,no,sales,low
tres bien,bien,low,179,3,yes,no,no,sales,low
assez bien,tres bien,low,118,4,no,no,no,IT,low
bien,excellent,medium,196,5,no,no,no,product_mng,low
tres bien,tres bien,medium,173,2,no,no,no,product_mng,low
excellent,tres bien,medium,156,3,no,no,no,product_mng,low
bien,tres bien,low,180,3,no,no,no,product_mng,low
excellent,tres bien,medium,263,3,no,no,no,IT,low
tres bien,tres bien,medium,134,3,no,no,no,management,high
tres bien,excellent,low,189,3,yes,no,no,management,high
bien,excellent,medium,167,4,no,no,no,management,high
excellent,excellent,medium,132,2,yes,no,no,management,high
bien,excellent,low,209,2,no,no,no,management,high
excellent,bien,low,227,5,yes,no,no,management,high
tres bien,excellent,medium,239,3,no,no,no,marketing,medium
excellent,bien,medium,172,4,no,no,no,sales,medium
excellent,excellent,low,188,4,no,no,no,accounting,medium
bien,tres bien,low,265,3,no,no,no,support,medium
tres bien,excellent,low,153,3,yes,no,no,technical,medium
tres bien,excellent,medium,242,2,no,no,no,management,medium
excellent,tres bien,medium,262,3,yes,no,yes,marketing,medium
tres bien,bien,low,246,2,no,no,yes,marketing,high
excellent,excellent,medium,211,2,no,no,yes,marketing,low
tres bien,bien,low,145,4,no,no,yes,sales,medium
tres bien,tres bien,medium,256,3,no,no,yes,sales,medium
tres bien,excellent,low,245,2,yes,no,yes,sales,medium
excellent,bien,low,151,3,no,no,no,sales,medium
excellent,tres bien,medium,245,2,no,no,no,sales,low
tres bien,tres bien,medium,171,3,no,no,no,sales,low
tres bien,excellent,low,252,2,no,no,no,sales,low
bien,tres bien,low,175,2,no,no,no,IT,low
tres bien,excellent,medium,210,3,no,no,no,product_mng,low
tres bien,excellent,low,180,2,no,no,no,product_mng,low
tres bien,excellent,medium,103,5,no,no,no,product_mng,low
excellent,bien,medium,110,3,no,no,no,product_mng,low
tres bien,excellent,medium,184,3,no,no,no,IT,low
excellent,tres bien,medium,161,2,no,no,no,management,high
excellent,bien,medium,210,3,no,no,no,management,high
assez bien,excellent,low,212,2,no,no,no,management,high
bien,bien,high,106,6,no,no,no,management,high
excellent,excellent,medium,179,3,no,no,no,management,high
excellent,tres bien,medium,217,3,no,no,no,management,high
tres bien,tres bien,medium,184,3,no,no,no,marketing,low
tres bien,tres bien,low,210,2,no,no,no,sales,low
tres bien,tres bien,medium,246,2,no,no,no,accounting,low
tres bien,bien,medium,262,3,no,no,no,support,low
tres bien,excellent,medium,245,3,yes,no,yes,technical,low
bien,excellent,low,222,3,yes,no,yes,management,low
tres bien,bien,medium,146,4,no,no,yes,marketing,medium
tres bien,tres bien,medium,263,3,no,no,yes,marketing,medium
assez bien,bien,medium,134,2,no,no,yes,marketing,medium
excellent,excellent,medium,250,4,no,no,yes,sales,medium
bien,tres bien,medium,173,3,no,no,no,sales,medium
bien,excellent,high,173,3,no,no,no,sales,medium
tres bien,tres bien,medium,252,3,yes,no,no,sales,medium
tres bien,bien,low,230,4,no,no,no,sales,medium
excellent,excellent,medium,212,2,yes,no,no,sales,medium
tres bien,tres bien,medium,187,2,no,no,no,sales,medium
tres bien,excellent,medium,241,2,no,no,no,sales,medium
bien,excellent,low,164,4,no,no,no,IT,medium
passable,excellent,high,218,6,yes,no,no,product_mng,high
passable,bien,medium,194,3,no,no,no,product_mng,low
tres bien,excellent,low,158,2,no,no,no,product_mng,medium
bien,excellent,low,149,4,no,no,no,product_mng,medium
bien,tres bien,medium,161,2,no,no,no,IT,medium
bien,excellent,medium,226,2,no,no,no,management,high
bien,bien,low,111,2,no,no,no,management,high
tres bien,tres bien,medium,258,3,no,no,no,management,high
tres bien,tres bien,low,266,2,no,no,no,management,high
tres bien,tres bien,low,253,3,no,no,no,management,high
tres bien,tres bien,medium,160,3,no,no,no,management,high
tres bien,tres bien,medium,230,3,yes,no,no,marketing,low
tres bien,tres bien,medium,198,3,no,no,no,sales,low
excellent,tres bien,low,250,3,no,no,no,accounting,low
assez bien,tres bien,medium,225,5,no,no,no,support,low
passable,tres bien,low,178,3,yes,no,no,technical,low
assez bien,tres bien,medium,196,3,no,no,no,management,low
bien,bien,medium,240,2,no,no,no,marketing,low
tres bien,tres bien,low,204,3,no,no,no,marketing,low
tres bien,excellent,low,250,3,no,no,no,marketing,low
excellent,excellent,low,224,2,no,no,no,sales,low
excellent,excellent,medium,268,3,no,no,no,sales,low
tres bien,tres bien,medium,167,3,no,no,no,sales,low
bien,tres bien,low,168,3,no,no,no,sales,low
bien,bien,medium,168,2,no,no,no,sales,low
tres bien,excellent,medium,158,3,no,no,no,sales,low
bien,excellent,low,240,3,no,no,no,sales,low
excellent,excellent,medium,261,4,no,no,no,sales,medium
bien,bien,medium,176,2,no,no,no,technical,medium
tres bien,bien,low,217,3,no,no,no,support,medium
tres bien,excellent,medium,224,2,no,no,no,support,medium
tres bien,excellent,medium,196,3,no,no,no,support,medium
bien,bien,low,223,3,no,no,no,support,medium
excellent,bien,medium,131,5,yes,no,no,support,medium
bien,tres bien,low,167,2,no,no,no,support,medium
excellent,tres bien,medium,273,3,no,no,no,support,medium
tres bien,tres bien,low,98,3,no,no,no,support,medium
excellent,excellent,medium,253,3,no,no,no,support,medium
tres bien,excellent,medium,174,3,no,no,no,support,medium
tres bien,excellent,low,274,2,no,no,no,support,high
bien,bien,high,174,5,no,no,no,technical,low
bien,bien,medium,173,5,no,no,no,technical,medium
assez bien,bien,low,198,4,no,no,no,technical,medium
tres bien,tres bien,low,238,2,no,no,no,management,medium
tres bien,excellent,low,256,2,no,no,no,IT,medium
excellent,tres bien,low,179,2,no,no,no,IT,low
tres bien,tres bien,medium,273,4,yes,no,no,IT,low
tres bien,bien,low,104,4,no,no,no,IT,low
excellent,excellent,medium,208,3,yes,no,no,IT,low
tres bien,bien,low,275,2,no,no,no,product_mng,low
tres bien,tres bien,low,231,2,yes,no,no,product_mng,low
excellent,tres bien,medium,186,3,no,no,no,product_mng,low
excellent,bien,low,241,3,no,no,no,product_mng,low
tres bien,bien,low,194,2,yes,no,no,IT,low
assez bien,bien,medium,196,3,no,no,yes,management,high
assez bien,tres bien,high,185,3,no,no,yes,management,high
bien,bien,low,148,2,yes,no,yes,management,high
tres bien,tres bien,medium,150,3,no,no,yes,management,high
tres bien,tres bien,medium,121,5,no,no,yes,management,high
excellent,tres bien,medium,266,3,no,no,yes,management,high
tres bien,bien,low,109,6,no,no,no,sales,low
tres bien,excellent,low,143,4,no,no,no,sales,low
tres bien,excellent,low,174,3,no,no,no,sales,low
excellent,bien,medium,159,2,no,no,no,sales,medium
tres bien,excellent,medium,157,2,no,no,no,sales,medium
excellent,bien,low,222,2,no,no,no,sales,medium
assez bien,excellent,medium,199,5,yes,no,no,sales,medium
excellent,excellent,low,255,7,yes,no,no,sales,medium
excellent,tres bien,medium,253,7,no,no,no,sales,medium
passable,tres bien,medium,149,7,yes,no,no,sales,medium
assez bien,excellent,high,285,7,no,no,no,sales,medium
tres bien,bien,low,164,7,no,no,no,sales,medium
tres bien,excellent,low,243,3,yes,no,no,sales,medium
tres bien,assez bien,low,207,7,no,no,no,sales,medium
excellent,bien,medium,186,7,no,no,no,sales,medium
assez bien,excellent,medium,211,7,no,no,no,sales,high
tres bien,tres bien,low,190,3,no,no,no,sales,low
excellent,excellent,low,241,3,no,no,no,sales,medium
excellent,tres bien,low,206,3,no,no,no,sales,medium
tres bien,tres bien,medium,273,3,no,no,no,sales,medium
excellent,excellent,low,157,3,no,no,no,sales,medium
assez bien,tres bien,low,183,2,no,no,no,sales,low
excellent,excellent,low,151,6,yes,no,no,sales,low
excellent,tres bien,low,217,3,no,no,no,sales,low
tres bien,bien,medium,235,8,yes,no,no,sales,low
passable,tres bien,medium,127,8,no,no,no,sales,low
tres bien,tres bien,medium,167,8,no,no,no,sales,low
excellent,bien,low,260,8,no,no,no,sales,low
excellent,excellent,low,240,8,no,no,no,sales,low
excellent,excellent,medium,187,3,no,no,no,sales,low
bien,tres bien,low,126,2,no,no,no,sales,low
tres bien,bien,high,168,3,no,no,no,sales,low
bien,tres bien,medium,197,5,no,no,no,sales,low
bien,tres bien,low,170,8,no,no,no,sales,low
excellent,tres bien,low,219,8,yes,no,no,IT,low
excellent,excellent,high,137,8,yes,no,no,product_mng,low
excellent,excellent,low,225,4,no,no,no,product_mng,low
excellent,excellent,low,194,3,no,no,no,product_mng,low
excellent,excellent,medium,251,4,no,no,no,product_mng,low
excellent,bien,medium,195,4,no,no,no,IT,low
bien,excellent,low,180,7,no,no,yes,management,high
bien,excellent,low,225,7,yes,no,yes,management,high
excellent,tres bien,low,229,7,no,no,yes,management,high
passable,tres bien,high,144,7,no,no,yes,management,high
excellent,tres bien,low,129,3,no,no,yes,management,high
bien,tres bien,low,172,10,no,no,yes,management,high
bien,excellent,medium,220,10,no,no,no,marketing,medium
excellent,tres bien,low,273,10,no,no,no,sales,medium
excellent,tres bien,low,245,10,no,no,no,accounting,medium
excellent,tres bien,medium,264,10,yes,no,no,support,medium
excellent,tres bien,low,268,10,no,no,no,technical,medium
tres bien,excellent,low,172,3,no,no,no,management,medium
excellent,excellent,low,245,3,no,no,no,marketing,medium
excellent,tres bien,medium,192,3,no,no,no,marketing,medium
tres bien,tres bien,low,268,4,no,no,no,marketing,high
bien,excellent,medium,244,3,no,no,no,sales,low
tres bien,tres bien,medium,222,4,no,no,no,sales,medium
bien,tres bien,medium,239,2,no,no,no,sales,medium
bien,tres bien,low,143,4,no,no,no,sales,medium
excellent,tres bien,low,160,3,no,no,no,sales,medium
excellent,tres bien,low,255,7,no,no,no,sales,low
excellent,excellent,medium,152,7,no,no,no,sales,low
bien,tres bien,medium,226,7,no,no,no,sales,low
passable,tres bien,medium,266,7,no,no,no,IT,low
excellent,tres bien,medium,256,7,no,no,no,product_mng,low
excellent,tres bien,low,198,3,yes,no,no,product_mng,low
excellent,excellent,medium,254,7,no,no,no,product_mng,low
excellent,tres bien,low,104,7,no,no,no,product_mng,low
excellent,bien,medium,136,7,no,no,no,IT,low
excellent,excellent,medium,205,3,no,no,no,IT,low
excellent,excellent,medium,236,3,yes,no,no,IT,low
excellent,tres bien,low,176,3,no,no,no,IT,low
excellent,excellent,low,148,3,no,no,no,IT,low
excellent,excellent,medium,146,3,yes,no,no,IT,low
tres bien,excellent,low,242,2,no,no,no,IT,low
passable,assez bien,medium,115,6,yes,no,no,marketing,high
excellent,excellent,medium,150,3,no,no,no,accounting,high
bien,excellent,low,239,8,no,no,no,accounting,high
bien,tres bien,medium,178,8,no,no,no,IT,medium
excellent,bien,medium,263,8,no,no,no,IT,medium
bien,tres bien,low,272,8,no,no,no,management,high
excellent,excellent,low,133,8,no,no,no,marketing,medium
tres bien,tres bien,low,149,3,yes,no,no,marketing,medium
tres bien,tres bien,low,193,2,no,no,no,marketing,medium
bien,bien,medium,174,3,yes,no,no,sales,medium
tres bien,excellent,medium,223,5,no,no,no,sales,medium
bien,excellent,medium,201,8,no,no,no,sales,medium
tres bien,tres bien,low,139,8,no,no,no,sales,medium
tres bien,bien,medium,241,8,no,no,no,sales,medium
bien,tres bien,medium,187,4,yes,no,no,sales,medium
tres bien,tres bien,medium,192,3,no,no,no,sales,medium
bien,bien,medium,142,4,no,no,no,IT,medium
passable,tres bien,medium,229,4,no,no,no,product_mng,medium
bien,bien,low,104,7,no,no,no,product_mng,high
excellent,tres bien,low,255,7,no,no,no,product_mng,low
bien,bien,medium,212,7,no,no,no,product_mng,medium
tres bien,bien,low,235,7,no,no,no,IT,medium
tres bien,excellent,low,237,3,yes,no,no,IT,medium
tres bien,bien,medium,253,10,no,no,yes,management,high
assez bien,excellent,low,193,10,no,no,yes,management,high
excellent,bien,low,259,10,yes,no,yes,management,high
tres bien,excellent,medium,266,10,no,no,yes,management,high
excellent,bien,low,185,10,no,no,yes,management,high
assez bien,tres bien,low,172,10,no,no,yes,marketing,high
bien,tres bien,medium,180,3,no,no,no,IT,low
assez bien,bien,low,157,3,no,yes,no,sales,low
excellent,excellent,medium,262,6,no,yes,no,sales,medium
passable,excellent,high,272,4,no,yes,no,sales,medium
tres bien,excellent,medium,223,5,no,yes,no,sales,low
assez bien,bien,low,159,3,no,yes,no,sales,low
bien,bien,low,153,3,no,yes,no,sales,low
passable,tres bien,high,247,4,no,yes,no,sales,low
excellent,excellent,medium,259,5,no,yes,no,sales,low
excellent,excellent,medium,224,5,no,yes,no,sales,low
bien,bien,low,142,3,no,yes,no,sales,low
bien,bien,low,135,3,no,yes,no,sales,low
passable,excellent,high,305,4,no,yes,no,sales,low
excellent,excellent,medium,234,5,no,yes,no,sales,low
bien,bien,low,148,3,no,yes,no,sales,low
assez bien,bien,low,137,3,no,yes,no,sales,low
assez bien,bien,low,143,3,no,yes,no,sales,low
bien,bien,low,160,3,no,yes,no,sales,low
tres bien,excellent,medium,255,6,no,yes,no,sales,low
bien,bien,low,160,3,yes,yes,yes,sales,low
tres bien,excellent,medium,262,5,no,yes,no,sales,low
passable,excellent,high,282,4,no,yes,no,sales,low
assez bien,bien,low,147,3,no,yes,no,sales,low
passable,excellent,high,304,4,no,yes,no,sales,low
bien,bien,low,139,3,no,yes,no,sales,low
bien,bien,low,158,3,no,yes,no,sales,low
excellent,excellent,medium,242,5,no,yes,no,sales,low
excellent,excellent,medium,239,5,no,yes,no,sales,low
bien,bien,low,135,3,no,yes,no,sales,low
bien,bien,low,128,3,no,yes,no,accounting,low
assez bien,bien,low,132,3,no,yes,no,accounting,low
passable,tres bien,high,294,4,no,yes,no,accounting,low
bien,bien,low,134,3,no,yes,no,hr,low
bien,bien,low,145,3,no,yes,no,hr,low
bien,bien,low,140,3,no,yes,no,hr,low
excellent,excellent,medium,246,6,no,yes,no,hr,low
passable,excellent,high,255,4,no,yes,no,technical,low
assez bien,bien,low,137,3,no,yes,no,technical,low
bien,bien,low,126,3,no,yes,no,technical,low
passable,excellent,high,306,4,no,yes,no,technical,low
bien,bien,low,152,3,no,yes,no,technical,low
excellent,excellent,medium,269,5,no,yes,no,technical,low
bien,bien,low,158,3,no,yes,no,technical,low
bien,bien,low,127,3,no,yes,no,technical,low
passable,excellent,high,281,4,no,yes,no,technical,low
passable,excellent,high,276,4,no,yes,no,technical,low
excellent,tres bien,low,182,4,no,yes,no,technical,low
bien,bien,low,147,3,no,yes,no,support,low
bien,tres bien,low,273,6,no,yes,no,support,low
bien,bien,low,148,3,no,yes,no,support,low
bien,bien,low,147,3,no,yes,no,support,low
passable,tres bien,high,152,2,no,yes,no,support,low
bien,bien,low,135,3,no,yes,no,support,low
assez bien,bien,low,134,3,no,yes,no,support,low
assez bien,bien,low,132,3,no,yes,no,support,low
passable,excellent,high,307,4,no,yes,no,support,low
assez bien,bien,low,140,3,no,yes,no,support,low
passable,excellent,high,255,4,no,yes,no,support,low
passable,excellent,high,309,4,no,yes,no,technical,low
assez bien,bien,low,128,3,no,yes,no,technical,low
excellent,excellent,medium,225,5,no,yes,no,technical,low
excellent,excellent,medium,226,5,no,yes,no,management,medium
passable,excellent,high,308,4,no,yes,no,IT,medium
passable,excellent,high,244,5,no,yes,no,IT,medium
assez bien,bien,low,132,3,no,yes,no,IT,medium
passable,excellent,high,286,4,no,yes,no,IT,medium
excellent,tres bien,high,161,4,no,yes,no,IT,medium
bien,bien,low,153,3,no,yes,no,product_mng,medium
excellent,excellent,medium,264,6,no,yes,no,product_mng,medium
tres bien,excellent,medium,223,5,yes,yes,no,product_mng,medium
bien,bien,low,135,3,no,yes,no,product_mng,medium
tres bien,excellent,low,277,3,no,yes,no,IT,medium
passable,tres bien,medium,275,4,no,yes,no,product_mng,medium
bien,bien,low,149,3,no,yes,no,product_mng,high
passable,excellent,high,295,4,no,yes,no,product_mng,low
passable,excellent,high,277,4,no,yes,no,product_mng,medium
passable,tres bien,high,306,4,no,yes,no,product_mng,medium
passable,excellent,high,295,4,no,yes,no,product_mng,medium
bien,bien,low,137,3,no,yes,no,marketing,medium
bien,bien,low,157,3,no,yes,no,sales,low
assez bien,bien,low,142,3,no,yes,no,accounting,low
bien,bien,low,140,3,no,yes,no,support,low
assez bien,bien,low,151,3,no,yes,no,technical,low
tres bien,bien,medium,139,3,no,yes,yes,management,low
excellent,excellent,medium,249,6,no,yes,no,marketing,low
passable,tres bien,high,291,4,no,yes,no,marketing,low
passable,excellent,high,305,4,no,yes,no,marketing,low
passable,excellent,medium,232,3,no,yes,no,sales,low
bien,bien,low,132,3,no,yes,no,sales,low
assez bien,bien,low,130,3,no,yes,no,sales,low
passable,tres bien,high,291,4,no,yes,no,sales,low
bien,bien,low,130,3,no,yes,no,sales,low
excellent,excellent,medium,246,5,no,yes,no,sales,low
bien,bien,low,143,3,no,yes,no,sales,low
bien,bien,low,129,3,no,yes,no,sales,low
passable,excellent,high,255,4,no,yes,no,sales,low
assez bien,bien,low,155,3,no,yes,no,sales,low
passable,tres bien,high,265,4,no,yes,no,sales,low
passable,excellent,high,279,4,no,yes,no,sales,low
passable,excellent,high,284,4,no,yes,no,sales,low
excellent,excellent,medium,221,6,no,yes,no,sales,medium
assez bien,bien,low,154,3,no,yes,no,sales,medium
assez bien,bien,low,147,3,no,yes,no,sales,medium
bien,bien,low,150,3,no,yes,no,sales,medium
passable,excellent,high,267,4,no,yes,no,sales,medium
bien,bien,low,158,3,no,yes,no,sales,medium
assez bien,bien,high,224,5,no,yes,no,accounting,medium
excellent,excellent,medium,257,5,no,yes,no,accounting,medium
bien,bien,low,148,3,no,yes,no,accounting,medium
tres bien,excellent,low,177,4,no,yes,no,hr,medium
bien,bien,low,155,3,no,yes,no,hr,medium
bien,bien,low,144,3,no,yes,no,hr,medium
passable,excellent,high,289,4,no,yes,no,hr,high
bien,bien,low,160,3,no,yes,no,technical,low
excellent,excellent,medium,258,5,no,yes,no,technical,medium
excellent,excellent,medium,234,5,no,yes,no,technical,medium
assez bien,bien,low,137,3,no,yes,no,technical,medium
excellent,tres bien,medium,263,2,no,yes,no,technical,medium
passable,excellent,high,251,4,no,yes,no,technical,low
assez bien,bien,low,133,3,no,yes,no,technical,low
bien,bien,low,132,3,no,yes,no,technical,low
passable,tres bien,medium,158,4,yes,yes,no,technical,low
bien,bien,low,135,3,no,yes,no,technical,low
tres bien,excellent,medium,216,6,no,yes,no,technical,low
passable,excellent,high,300,5,yes,yes,no,support,low
bien,bien,low,138,3,no,yes,no,support,low
passable,excellent,high,260,4,no,yes,no,support,low
assez bien,bien,low,132,3,no,yes,no,support,low
tres bien,excellent,low,183,5,no,yes,no,support,low
passable,excellent,high,250,4,no,yes,no,support,low
assez bien,bien,low,151,3,no,yes,no,support,low
passable,excellent,high,292,4,no,yes,no,support,low
assez bien,bien,low,140,3,no,yes,no,support,low
excellent,excellent,medium,221,5,no,yes,no,support,low
bien,bien,low,138,3,no,yes,no,support,low
assez bien,bien,low,132,3,no,yes,no,technical,low
assez bien,excellent,high,133,5,no,yes,no,technical,low
passable,excellent,high,283,4,yes,yes,no,technical,low
bien,bien,low,129,3,no,yes,no,management,low
tres bien,excellent,medium,249,5,no,yes,no,IT,low
tres bien,excellent,medium,257,5,no,yes,no,IT,low
passable,excellent,high,245,4,no,yes,no,IT,low
bien,bien,low,155,3,no,yes,no,IT,low
passable,excellent,high,256,4,no,yes,no,IT,low
assez bien,bien,low,152,3,no,yes,no,product_mng,low
excellent,excellent,medium,267,5,no,yes,no,product_mng,low
bien,bien,low,151,3,no,yes,no,product_mng,low
tres bien,excellent,medium,239,5,no,yes,no,product_mng,low
passable,excellent,high,306,4,no,yes,no,IT,low
excellent,excellent,medium,263,5,yes,yes,no,marketing,low
assez bien,bien,low,147,3,no,yes,no,marketing,low
passable,excellent,high,278,4,no,yes,no,marketing,low
bien,bien,low,154,3,no,yes,no,marketing,low
assez bien,bien,low,143,3,no,yes,no,marketing,low
bien,bien,low,155,3,no,yes,no,marketing,low
assez bien,bien,low,160,3,no,yes,no,sales,low
passable,excellent,high,304,4,no,yes,no,accounting,low
excellent,excellent,medium,240,5,no,yes,no,support,low
passable,excellent,high,305,4,no,yes,no,technical,low
assez bien,bien,low,136,3,no,yes,no,management,low
bien,bien,low,132,3,no,yes,no,marketing,low
passable,excellent,high,301,4,no,yes,no,marketing,low
excellent,excellent,medium,243,6,no,yes,no,marketing,low
bien,bien,low,147,3,no,yes,no,sales,low
tres bien,excellent,medium,239,5,no,yes,no,sales,low
excellent,excellent,medium,260,5,no,yes,no,sales,low
passable,excellent,high,296,4,no,yes,no,sales,low
bien,bien,low,129,3,no,yes,no,sales,low
assez bien,bien,medium,132,5,no,yes,no,sales,low
assez bien,bien,low,135,5,no,yes,no,sales,low
bien,bien,low,158,3,no,yes,no,sales,low
excellent,excellent,medium,259,5,no,yes,no,sales,low
bien,bien,low,160,3,no,yes,yes,sales,low
passable,tres bien,high,278,4,no,yes,no,sales,low
passable,excellent,high,284,4,no,yes,no,sales,low
tres bien,bien,low,274,4,no,yes,no,sales,low
bien,tres bien,medium,164,2,no,yes,no,sales,low
bien,bien,low,148,3,no,yes,no,sales,low
assez bien,bien,low,140,3,no,yes,no,sales,medium
assez bien,bien,low,127,3,no,yes,no,sales,medium
passable,excellent,high,308,5,no,yes,no,sales,medium
bien,bien,low,146,3,no,yes,no,sales,medium
passable,excellent,high,261,4,no,yes,no,accounting,medium
excellent,excellent,medium,257,5,no,yes,no,accounting,medium
passable,excellent,high,285,4,no,yes,no,accounting,medium
assez bien,bien,low,141,3,no,yes,no,hr,medium
bien,bien,low,127,3,no,yes,no,hr,medium
passable,excellent,high,297,4,no,yes,no,hr,medium
bien,bien,low,143,3,no,yes,no,hr,medium
assez bien,bien,low,152,3,no,yes,no,technical,medium
bien,bien,low,156,3,no,yes,no,technical,high
passable,excellent,high,283,5,no,yes,no,technical,low
excellent,excellent,medium,226,6,yes,yes,no,technical,medium
tres bien,excellent,medium,232,5,no,yes,no,technical,medium
passable,excellent,high,249,4,no,yes,no,technical,medium
excellent,excellent,medium,275,5,no,yes,no,technical,medium
passable,excellent,high,304,4,no,yes,no,technical,low
assez bien,bien,high,278,3,no,yes,no,technical,low
passable,excellent,high,287,4,no,yes,no,technical,low
passable,excellent,high,285,4,no,yes,no,technical,low
tres bien,excellent,medium,226,6,no,yes,no,support,low
excellent,excellent,medium,259,5,no,yes,no,support,low
assez bien,bien,low,135,3,no,yes,no,support,low
tres bien,excellent,medium,219,5,no,yes,no,support,low
passable,excellent,high,256,4,no,yes,no,support,low
excellent,excellent,medium,254,6,no,yes,no,support,low
assez bien,bien,low,153,3,no,yes,no,support,low
tres bien,excellent,medium,228,5,no,yes,no,support,low
tres bien,excellent,medium,228,5,no,yes,no,support,low
bien,bien,low,128,3,no,yes,no,support,low
assez bien,bien,low,153,3,no,yes,no,support,low
bien,bien,low,156,3,no,yes,no,technical,low
assez bien,bien,medium,294,3,no,yes,no,technical,low
excellent,excellent,medium,219,5,no,yes,no,technical,low
bien,bien,low,153,3,no,yes,no,management,low
bien,bien,low,151,3,no,yes,no,IT,low
assez bien,bien,low,155,3,no,yes,no,IT,low
assez bien,bien,low,158,3,no,yes,no,IT,low
excellent,excellent,medium,245,5,no,yes,no,IT,low
bien,bien,low,131,3,no,yes,no,IT,low
excellent,excellent,medium,225,5,no,yes,no,product_mng,low
passable,excellent,high,286,4,no,yes,no,product_mng,low
assez bien,bien,low,135,3,no,yes,no,product_mng,low
assez bien,bien,low,153,3,no,yes,no,product_mng,low
excellent,excellent,medium,252,5,no,yes,no,IT,low
bien,bien,low,149,3,no,yes,no,accounting,low
excellent,excellent,medium,258,5,no,yes,no,accounting,low
assez bien,bien,low,158,3,no,yes,no,hr,low
bien,bien,low,149,3,no,yes,no,hr,low
excellent,excellent,medium,236,5,no,yes,no,hr,low
tres bien,excellent,medium,239,6,no,yes,no,marketing,low
bien,bien,low,159,3,no,yes,no,marketing,low
excellent,excellent,medium,255,6,no,yes,no,sales,low
passable,excellent,high,244,4,no,yes,no,accounting,low
bien,bien,low,134,3,no,yes,no,support,low
bien,bien,medium,270,4,no,yes,no,technical,low
excellent,excellent,medium,255,5,no,yes,no,management,low
bien,bien,low,151,3,no,yes,no,marketing,low
bien,bien,low,135,3,no,yes,no,marketing,low
